city,county,state,ev_count,bev_count,phev_count,bev_ratio,phev_ratio,required_chargers,high_demand,centroid_lat,centroid_lon
Aberdeen,Grays Harbor,WA,236,163,73,0.690677966101695,0.3093220338983051,12,1,46.97606,-123.81619000000002
Aberdeen Proving Ground,Harford,MD,1,1,0,1.0,0.0,1,0,39.48329,-76.13297
Acme,Whatcom,WA,11,7,4,0.6363636363636364,0.36363636363636365,1,0,48.71768,-122.20348
Addy,Stevens,WA,6,6,0,1.0,0.0,1,0,48.35609,-117.8379
Airway Heights,Spokane,WA,42,30,12,0.7142857142857143,0.2857142857142857,3,0,47.6443,-117.59311
Alameda,Alameda,CA,3,2,1,0.6666666666666666,0.3333333333333333,1,0,37.76707,-122.24584
Alderdale,Klickitat,WA,1,1,0,1.0,0.0,1,0,46.20663,-119.76904
Alexandria,Alexandria,VA,4,3,1,0.75,0.25,1,0,38.81284,-77.06232
Alexandria,Fairfax,VA,5,4,1,0.8,0.2,1,0,38.762997999999996,-77.099266
Algona,King,WA,48,39,9,0.8125,0.1875,3,1,47.3074,-122.23035
Aliso Viejo,Orange,CA,1,0,1,0.0,1.0,1,0,33.56964,-117.72682
Allyn,Mason,WA,109,83,26,0.7614678899082569,0.23853211009174313,6,1,47.38173,-122.82984
Almira,Grant,WA,1,1,0,1.0,0.0,1,0,47.71094,-118.94018
Almira,Lincoln,WA,1,1,0,1.0,0.0,1,0,47.71094,-118.94018
Alvord,Wise,TX,1,1,0,1.0,0.0,1,0,33.35908,-97.69452
Amanda Park,Grays Harbor,WA,4,2,2,0.5,0.5,1,0,47.45917,-123.89691
Amboy,Clark,WA,33,30,3,0.9090909090909091,0.09090909090909091,2,0,45.91958,-122.42148
Amboy,Cowlitz,WA,1,1,0,1.0,0.0,1,0,45.91958,-122.42148
Anacortes,San Juan,WA,15,13,2,0.8666666666666667,0.13333333333333333,1,0,48.51748,-122.61214
Anacortes,Skagit,WA,935,692,243,0.7401069518716578,0.25989304812834224,47,1,48.51748,-122.61214
Anderson Island,Pierce,WA,57,45,12,0.7894736842105263,0.21052631578947367,3,1,47.17794000000001,-122.67876
Ann Arbor,Washtenaw,MI,1,0,1,0.0,1.0,1,0,42.28709,-83.68367
Annapolis,Anne Arundel,MD,3,3,0,1.0,0.0,1,0,38.97309666666666,-76.48979333333334
Apache Junction,Pinal,AZ,1,0,1,0.0,1.0,1,0,33.42314,-111.54612
Appleton,Klickitat,WA,1,0,1,0.0,1.0,1,0,45.6939,-121.28544
Arcadia,Los Angeles,CA,1,1,0,1.0,0.0,1,0,34.14554,-118.0279
Ariel,Cowlitz,WA,25,17,8,0.68,0.32,2,0,45.989740000000005,-122.53658
Arlington,Arlington,VA,3,3,0,1.0,0.0,1,0,38.854713333333336,-77.09329000000001
Arlington,Shelby,TN,1,1,0,1.0,0.0,1,0,35.2917,-89.67459
Arlington,Snohomish,WA,872,696,176,0.7981651376146789,0.2018348623853211,44,1,48.19471,-122.12640000000002
Arroyo Grande,San Luis Obispo,CA,1,0,1,0.0,1.0,1,0,35.12435,-120.57684
Artondale,Pierce,WA,2,2,0,1.0,0.0,1,0,47.328,-122.58009
Ashburn,Loudoun,VA,1,1,0,1.0,0.0,1,0,38.9847,-77.53051
Ashford,Lewis,WA,11,10,1,0.9090909090909091,0.09090909090909091,1,0,46.75908,-122.03242999999999
Ashford,Pierce,WA,14,9,5,0.6428571428571429,0.35714285714285715,1,0,46.75908,-122.03243
Asotin,Asotin,WA,15,12,3,0.8,0.2,1,0,46.34056,-117.04784
Auburn,King,WA,2565,2079,486,0.8105263157894737,0.18947368421052632,129,1,47.31284068615984,-122.20701682261209
Auburn,Pierce,WA,373,311,62,0.8337801608579088,0.16621983914209115,19,1,47.319900000000004,-122.1821
Augusta,Richmond,GA,1,0,1,0.0,1.0,1,0,33.48103,-82.06552
Austin,Travis,TX,3,2,1,0.6666666666666666,0.3333333333333333,1,0,30.36155666666667,-97.74799333333334
Austin,Williamson,TX,1,1,0,1.0,0.0,1,0,30.49266,-97.79398
Bainbridge Island,Kitsap,WA,2260,1693,567,0.7491150442477876,0.25088495575221237,113,1,47.62732,-122.52100000000002
Ballwin,St. Louis,MO,1,0,1,0.0,1.0,1,0,38.57028,-90.50774
Baring,King,WA,8,8,0,1.0,0.0,1,0,47.77193,-121.48491
Barstow,San Bernardino,CA,1,0,1,0.0,1.0,1,0,34.89308,-117.02546
Battle Ground,Clark,WA,882,670,212,0.7596371882086168,0.24036281179138322,45,1,45.78092,-122.5331
Bay Center,Pacific,WA,1,0,1,0.0,1.0,1,0,46.63188,-123.95518
Bay Point,Contra Costa,CA,1,1,0,1.0,0.0,1,0,38.01946,-121.88851
Baytown,Harris,TX,1,0,1,0.0,1.0,1,0,29.79611,-94.97972
Beale Afb,Yuba,CA,1,1,0,1.0,0.0,1,0,39.09432,-121.33729
Beaux Arts,King,WA,58,45,13,0.7758620689655172,0.22413793103448276,3,1,47.61001,-122.1872
Beaver,Clallam,WA,1,0,1,0.0,1.0,1,0,48.05431,-124.33152
Beavercreek,Greene,OH,2,2,0,1.0,0.0,1,0,39.71699,-84.061825
Beaverton,Washington,OR,1,1,0,1.0,0.0,1,0,45.53043,-122.88429
Belfair,Kitsap,WA,1,0,1,0.0,1.0,1,0,47.44998,-122.82802
Belfair,Mason,WA,212,157,55,0.7405660377358491,0.25943396226415094,11,1,47.44998,-122.82802
Belleville,St. Clair,IL,1,0,1,0.0,1.0,1,0,38.5124,-89.98423
Bellevue,King,WA,12202,10527,1675,0.862727421734142,0.13727257826585806,611,1,47.60094785936732,-122.14150615145059
Bellevue,Sarpy,NE,2,1,1,0.5,0.5,1,0,41.13158,-95.9609
Bellingham,Skagit,WA,14,13,1,0.9285714285714286,0.07142857142857142,1,0,48.744899999999994,-122.45485999999998
Bellingham,Whatcom,WA,4186,3130,1056,0.747730530339226,0.252269469660774,210,1,48.76478819875776,-122.47386038222646
Benge,Adams,WA,1,0,1,0.0,1.0,1,0,46.90905,-118.10261
Benicia,Solano,CA,1,1,0,1.0,0.0,1,0,38.05285,-122.15351
Benton City,Benton,WA,105,75,30,0.7142857142857143,0.2857142857142857,6,1,46.26543000000001,-119.48756
Berkeley,Alameda,CA,1,1,0,1.0,0.0,1,0,37.90059,-122.27023
Bethesda,Montgomery,MD,2,2,0,1.0,0.0,1,0,38.98637,-77.09692
Bickleton,Klickitat,WA,3,2,1,0.6666666666666666,0.3333333333333333,1,0,45.99783,-120.30007
Bingen,Klickitat,WA,8,7,1,0.875,0.125,1,0,45.71513,-121.46623
Bingen,Skamania,WA,5,4,1,0.8,0.2,1,0,45.71513,-121.46623
Black Diamond,King,WA,503,442,61,0.878727634194831,0.12127236580516898,26,1,47.31012073558647,-122.00571934393638
Blaine,Whatcom,WA,575,447,128,0.7773913043478261,0.22260869565217392,29,1,48.99404,-122.74888
Bluffton,Beaufort,SC,1,1,0,1.0,0.0,1,0,32.23723,-80.86133
Boca Raton,Palm Beach,FL,1,1,0,1.0,0.0,1,0,26.35049,-80.08837
Boise,Ada,ID,2,2,0,1.0,0.0,1,0,43.58039,-116.1734
Bonney Lake,Pierce,WA,1532,1247,285,0.8139686684073107,0.1860313315926893,77,1,47.19175,-122.17144
Boston,Suffolk,MA,2,1,1,0.5,0.5,1,0,42.360074999999995,-71.06099499999999
Bothell,King,WA,1737,1458,279,0.8393782383419689,0.16062176165803108,87,1,47.76085410477835,-122.20436625791594
Bothell,Snohomish,WA,6516,5711,805,0.8764579496623696,0.12354205033763045,326,1,47.821099599447514,-122.19927310159608
Bow,Skagit,WA,153,113,40,0.738562091503268,0.26143790849673204,8,1,48.56045,-122.397
Bremerton,Kitsap,WA,1993,1535,458,0.77019568489714,0.22980431510286,100,1,47.587281234320116,-122.63163250878074
Bremerton,Mason,WA,1,0,1,0.0,1.0,1,0,47.57192,-122.65223
Brentwood,Williamson,TN,1,0,1,0.0,1.0,1,0,36.03314,-86.78884
Brewer,Penobscot,ME,1,0,1,0.0,1.0,1,0,44.79559,-68.76433
Brewster,Barnstable,MA,1,1,0,1.0,0.0,1,0,41.75916,-70.06624
Brewster,Okanogan,WA,20,14,6,0.7,0.3,1,0,48.09967,-119.78092999999998
Bridgeport,Douglas,WA,4,4,0,1.0,0.0,1,0,48.00744,-119.67013
Bridgeport Bar,Douglas,WA,6,5,1,0.8333333333333334,0.16666666666666666,1,0,48.09967,-119.78093
Brier,Snohomish,WA,341,269,72,0.7888563049853372,0.21114369501466276,18,1,47.82557,-122.29244999999999
Brinnon,Jefferson,WA,35,28,7,0.8,0.2,2,0,47.69838,-122.89646
Brooklyn,Kings,NY,2,1,1,0.5,0.5,1,0,40.661005,-74.01093499999999
Brush Prairie,Clark,WA,400,296,104,0.74,0.26,20,1,45.73473,-122.54578
Buckley,Pierce,WA,392,306,86,0.7806122448979592,0.2193877551020408,20,1,47.16299,-122.02523
Bucoda,Thurston,WA,3,3,0,1.0,0.0,1,0,46.79818,-122.86892
Buena,Yakima,WA,2,2,0,1.0,0.0,1,0,46.42727,-120.31299
Buena Park,Orange,CA,1,0,1,0.0,1.0,1,0,33.83478,-118.01703
Buffalo Grove,Lake,IL,1,1,0,1.0,0.0,1,0,42.15384,-87.9661
Buford,Hall,GA,1,1,0,1.0,0.0,1,0,34.07718,-83.97911
Bunnlevel,Harnett,NC,1,1,0,1.0,0.0,1,0,35.30909,-78.78148
Burbank,Walla Walla,WA,20,18,2,0.9,0.1,1,0,46.1992,-119.01561
Burien,King,WA,1341,1102,239,0.8217747949291574,0.17822520507084266,68,1,47.4813100372856,-122.34260123042506
Burke,Fairfax,VA,2,2,0,1.0,0.0,1,0,38.79355,-77.27191
Burlington,Skagit,WA,363,305,58,0.8402203856749312,0.15977961432506887,19,1,48.46846,-122.33029
Bz Corner,Klickitat,WA,10,8,2,0.8,0.2,1,0,45.72776,-121.48704000000001
Calabasas,Los Angeles,CA,1,1,0,1.0,0.0,1,0,34.15233,-118.69328
California,St. Mary's,MD,1,1,0,1.0,0.0,1,0,38.30337,-76.51936
California City,Kern,CA,1,1,0,1.0,0.0,1,0,35.12894,-117.98563
Camano Island,Island,WA,670,535,135,0.7985074626865671,0.20149253731343283,34,1,48.23986,-122.40049000000002
Camarillo,Ventura,CA,1,0,1,0.0,1.0,1,0,34.2234,-119.05072
Camas,Clark,WA,2177,1716,461,0.7882406982085439,0.21175930179145613,109,1,45.58694,-122.40199
Cambridge,Middlesex,MA,1,1,0,1.0,0.0,1,0,42.36679,-71.10601
Camden,Camden,NJ,1,1,0,1.0,0.0,1,0,39.93956,-75.11932
Carbonado,Pierce,WA,13,13,0,1.0,0.0,1,0,47.08041,-122.04745
Carlton,Okanogan,WA,7,5,2,0.7142857142857143,0.2857142857142857,1,0,48.23650857142858,-120.09332571428571
Carnation,King,WA,482,399,83,0.8278008298755186,0.17219917012448133,25,1,47.649730850622404,-121.91541369294605
Carrollton,Dallas,TX,1,1,0,1.0,0.0,1,0,32.97555,-96.89023
Carson,Skamania,WA,26,19,7,0.7307692307692307,0.2692307692307692,2,0,45.72558,-121.82048
Carthage,Moore,NC,1,1,0,1.0,0.0,1,0,35.34468,-79.41543
Cashmere,Chelan,WA,103,84,19,0.8155339805825242,0.18446601941747573,6,1,47.522400000000005,-120.47005
Castle Rock,Cowlitz,WA,121,93,28,0.768595041322314,0.23140495867768596,7,1,46.27509,-122.90724
Cathedral City,Riverside,CA,1,1,0,1.0,0.0,1,0,33.78101,-116.46435
Cathlamet,Wahkiakum,WA,63,42,21,0.6666666666666666,0.3333333333333333,4,1,46.20785,-123.38663
Cave Creek,Maricopa,AZ,1,1,0,1.0,0.0,1,0,33.82833,-111.95511
Centerville,Klickitat,WA,5,3,2,0.6,0.4,1,0,45.766184,-120.88749
Centralia,Lewis,WA,379,169,210,0.44591029023746703,0.554089709762533,19,1,46.72895,-122.95266000000001
Centralia,Thurston,WA,24,19,5,0.7916666666666666,0.20833333333333334,2,0,46.72895,-122.95266
Chantilly,Loudoun,VA,1,0,1,0.0,1.0,1,0,38.90592,-77.48713
Charlottesville,Albemarle,VA,2,2,0,1.0,0.0,1,0,38.06043,-78.47461
Charlottesville,Charlottesville,VA,1,0,1,0.0,1.0,1,0,38.06043,-78.47461
Chattaroy,Spokane,WA,60,42,18,0.7,0.3,3,1,47.90165533333334,-117.35789916666666
Chehalis,Lewis,WA,320,224,96,0.7,0.3,16,1,46.6619035625,-122.9639050625
Chelan,Chelan,WA,224,186,38,0.8303571428571429,0.16964285714285715,12,1,47.83985,-120.01454
Chelan,Okanogan,WA,1,1,0,1.0,0.0,1,0,47.83985,-120.01454
Chelan Falls,Chelan,WA,5,4,1,0.8,0.2,1,0,47.8029,-119.98523
Cheney,Spokane,WA,243,181,62,0.7448559670781894,0.2551440329218107,13,1,47.49184971193416,-117.57429539094649
Chesapeake,Chesapeake,VA,2,2,0,1.0,0.0,1,0,36.795515,-76.332595
Chewelah,Stevens,WA,27,18,9,0.6666666666666666,0.3333333333333333,2,0,48.28136,-117.71555
Cheyenne,Laramie,WY,2,1,1,0.5,0.5,1,0,41.1559,-104.82256000000001
Chicago,Cook,IL,1,0,1,0.0,1.0,1,0,41.88304,-87.65335
Chimacum,Jefferson,WA,36,30,6,0.8333333333333334,0.16666666666666666,2,0,48.01182,-122.77327999999999
Chinook,Pacific,WA,3,2,1,0.6666666666666666,0.3333333333333333,1,0,46.27264,-123.94534
Chula Vista,San Diego,CA,5,5,0,1.0,0.0,1,0,32.620838000000006,-116.971644
Cincinnati,Hamilton,OH,2,2,0,1.0,0.0,1,0,39.18712,-84.36176
Cinebar,Lewis,WA,8,6,2,0.75,0.25,1,0,46.60409,-122.49165
Clallam Bay,Clallam,WA,3,2,1,0.6666666666666666,0.3333333333333333,1,0,48.25370999999999,-124.26015
Clarkston,Asotin,WA,81,54,27,0.6666666666666666,0.3333333333333333,5,1,46.41402,-117.04555999999998
Clayton,Stevens,WA,9,6,3,0.6666666666666666,0.3333333333333333,1,0,47.99685,-117.57228000000002
Cle Elum,Kittitas,WA,329,276,53,0.8389057750759878,0.16109422492401215,17,1,47.195,-120.93943
Clearlake,Skagit,WA,3,2,1,0.6666666666666666,0.3333333333333333,1,0,48.46376,-122.23452000000002
Clinton,Island,WA,332,261,71,0.786144578313253,0.21385542168674698,17,1,47.9796,-122.35803000000001
Clyde Hill,King,WA,406,363,43,0.8940886699507389,0.10591133004926108,21,1,47.61001000000001,-122.1872
Colbert,Spokane,WA,187,132,55,0.7058823529411765,0.29411764705882354,10,1,47.83687315508021,-117.35465288770054
Colfax,Whitman,WA,30,22,8,0.7333333333333333,0.26666666666666666,2,0,46.87965,-117.36477
College Place,Walla Walla,WA,101,74,27,0.7326732673267327,0.26732673267326734,6,1,46.03456,-118.38863999999998
Colorado Springs,El Paso,CO,16,9,7,0.5625,0.4375,1,0,38.975336875,-104.774206875
Colton,Whitman,WA,6,3,3,0.5,0.5,1,0,46.568009999999994,-117.12984
Columbus,Muscogee,GA,1,0,1,0.0,1.0,1,0,32.53962,-84.92623
Colville,Stevens,WA,70,46,24,0.6571428571428571,0.34285714285714286,4,1,48.54657,-117.90454000000001
Conconully,Okanogan,WA,1,1,0,1.0,0.0,1,0,48.55781,-119.75013
Concrete,Skagit,WA,53,44,9,0.8301886792452831,0.16981132075471697,3,1,48.53892,-121.7515
Connell,Franklin,WA,24,21,3,0.875,0.125,2,0,46.66146,-118.86063
Conroe,Montgomery,TX,1,1,0,1.0,0.0,1,0,30.33878,-95.4946
Converse,Bexar,TX,2,2,0,1.0,0.0,1,0,29.5153,-98.31213
Copalis Beach,Grays Harbor,WA,11,8,3,0.7272727272727273,0.2727272727272727,1,0,47.11487,-124.16705
Copalis Crossing,Grays Harbor,WA,2,2,0,1.0,0.0,1,0,47.11059,-124.07463
Coral Gables,Miami-Dade,FL,1,1,0,1.0,0.0,1,0,25.71966,-80.2715
Coronado,San Diego,CA,2,2,0,1.0,0.0,1,0,32.679874999999996,-117.174225
Corpus Christi,Nueces,TX,2,2,0,1.0,0.0,1,0,27.68525,-97.37361
Cosmopolis,Grays Harbor,WA,26,17,9,0.6538461538461539,0.34615384615384615,2,0,46.9541,-123.76897
Cougar,Cowlitz,WA,3,2,1,0.6666666666666666,0.3333333333333333,1,0,46.04647,-122.30856999999999
Coulee City,Douglas,WA,1,1,0,1.0,0.0,1,0,47.61233,-119.28816
Coulee City,Grant,WA,18,16,2,0.8888888888888888,0.1111111111111111,1,0,47.61233,-119.28816
Coulee Dam,Douglas,WA,3,2,1,0.6666666666666666,0.3333333333333333,1,0,47.9708,-118.97669
Coulee Dam,Okanogan,WA,7,5,2,0.7142857142857143,0.2857142857142857,1,0,47.9708,-118.97669
Coupeville,Island,WA,316,235,81,0.7436708860759493,0.2563291139240506,16,1,48.2177453164557,-122.68483689873418
Covington,King,WA,869,738,131,0.8492520138089759,0.15074798619102417,44,1,47.33778,-122.09124
Cowiche,Yakima,WA,6,5,1,0.8333333333333334,0.16666666666666666,1,0,46.65456,-120.70979
Creston,Lincoln,WA,2,1,1,0.5,0.5,1,0,47.75865,-118.51906
Crestview,Okaloosa,FL,1,0,1,0.0,1.0,1,0,30.76179,-86.57103
Crofton,Anne Arundel,MD,1,0,1,0.0,1.0,1,0,39.01192,-76.69084
Culver City,Los Angeles,CA,1,0,1,0.0,1.0,1,0,34.02202,-118.39589
Cumming,Forsyth,GA,1,1,0,1.0,0.0,1,0,34.1271,-84.18481
Cupertino,Santa Clara,CA,2,1,1,0.5,0.5,1,0,37.31913,-122.02929
Curlew,Ferry,WA,9,7,2,0.7777777777777778,0.2222222222222222,1,0,48.88101,-118.60061000000002
Curtis,Lewis,WA,10,7,3,0.7,0.3,1,0,46.581172,-123.097372
Cusick,Pend Oreille,WA,11,9,2,0.8181818181818182,0.18181818181818182,1,0,48.33866,-117.30443
Custer,Whatcom,WA,36,28,8,0.7777777777777778,0.2222222222222222,2,0,48.91865,-122.64219
Dallas,Dallas,TX,1,1,0,1.0,0.0,1,0,32.75864,-96.83523
Dallesport,Klickitat,WA,18,14,4,0.7777777777777778,0.2222222222222222,1,0,45.629175000000004,-121.16867333333332
Damascus,Clackamas,OR,1,1,0,1.0,0.0,1,0,45.41759,-122.45692
Danville,Ferry,WA,1,1,0,1.0,0.0,1,0,48.99237,-118.50797
Darrington,Skagit,WA,16,16,0,1.0,0.0,1,0,48.25431,-121.60421
Darrington,Snohomish,WA,10,9,1,0.9,0.1,1,0,48.25431,-121.60421
Davenport,Lincoln,WA,28,17,11,0.6071428571428571,0.39285714285714285,2,0,47.65405,-118.14913
Dayton,Columbia,WA,23,20,3,0.8695652173913043,0.13043478260869565,2,0,46.321889999999996,-117.97577
Dayton,Howard,MD,1,0,1,0.0,1.0,1,0,39.2416,-76.99179
Dayton,Montgomery,OH,1,0,1,0.0,1.0,1,0,39.62334,-84.19573
Decatur,DeKalb,GA,2,2,0,1.0,0.0,1,0,33.77437,-84.29658
Dededo,Guam,GU,1,0,1,0.0,1.0,1,0,13.56562,144.8446
Deer Harbor,San Juan,WA,1,1,0,1.0,0.0,1,0,48.61989,-123.00026
Deer Meadows,Lincoln,WA,3,2,1,0.6666666666666666,0.3333333333333333,1,0,47.654050000000005,-118.14913
Deer Park,Spokane,WA,98,68,30,0.6938775510204082,0.30612244897959184,5,1,47.949543673469385,-117.46304591836736
Deer Park,Stevens,WA,18,7,11,0.3888888888888889,0.6111111111111112,1,0,47.95431,-117.47154
Deming,Whatcom,WA,41,33,8,0.8048780487804879,0.1951219512195122,3,0,48.82651,-122.21723
Denver,Denver,CO,1,1,0,1.0,0.0,1,0,39.7336,-104.94975
Derby,Sedgwick,KS,1,0,1,0.0,1.0,1,0,37.54531,-97.27013
Des Moines,King,WA,778,596,182,0.7660668380462725,0.23393316195372751,39,1,47.40637329048843,-122.32199327763496
Des Plaines,Cook,IL,1,1,0,1.0,0.0,1,0,42.0423,-87.88921
Dixie,Walla Walla,WA,1,1,0,1.0,0.0,1,0,46.14048,-118.15568
Dover,Kent,DE,1,0,1,0.0,1.0,1,0,39.15803,-75.52473
Dryden,Chelan,WA,1,1,0,1.0,0.0,1,0,47.54128,-120.55978
Dublin,Alameda,CA,2,2,0,1.0,0.0,1,0,37.70423,-121.91635
Dumfries,Prince William,VA,1,0,1,0.0,1.0,1,0,38.56734,-77.32691
Dupont,Pierce,WA,261,189,72,0.7241379310344828,0.27586206896551724,14,1,47.09583,-122.62954
Durango,La Plata,CO,1,1,0,1.0,0.0,1,0,37.27367,-107.8793
Duvall,King,WA,852,720,132,0.8450704225352113,0.15492957746478872,43,1,47.74006683098591,-121.98597657276997
Eagle River,Anchorage,AK,1,1,0,1.0,0.0,1,0,61.32157,-149.56712
East Wenatchee,Douglas,WA,424,330,94,0.7783018867924528,0.22169811320754718,22,1,47.415150000000004,-120.29473
Easton,Kittitas,WA,24,21,3,0.875,0.125,2,0,47.2378,-121.17954000000002
Eastsound,San Juan,WA,359,275,84,0.766016713091922,0.233983286908078,18,1,48.69389,-122.91109
Eatonville,Pierce,WA,194,143,51,0.7371134020618557,0.26288659793814434,10,1,46.86733,-122.26832
Edgewater,Anne Arundel,MD,1,1,0,1.0,0.0,1,0,38.92598,-76.56571
Edgewood,Pierce,WA,419,345,74,0.8233890214797136,0.1766109785202864,21,1,47.19266887828162,-122.28940897374702
Edmonds,Snohomish,WA,2641,2101,540,0.7955319954562665,0.20446800454373343,133,1,47.84904327527452,-122.33973458538433
Edwall,Lincoln,WA,1,1,0,1.0,0.0,1,0,47.50524,-117.95109
Edwall,Spokane,WA,5,3,2,0.6,0.4,1,0,47.502048,-117.87576199999998
Edwards,Kern,CA,1,1,0,1.0,0.0,1,0,34.92778,-117.93907
Egg Harbor Township,Atlantic,NJ,1,1,0,1.0,0.0,1,0,39.36226,-74.58112
El Monte,Los Angeles,CA,1,1,0,1.0,0.0,1,0,34.05324,-118.02067
El Paso,El Paso,TX,4,2,2,0.5,0.5,1,0,31.8437175,-106.3658975
Elbe,Pierce,WA,4,4,0,1.0,0.0,1,0,46.76455,-122.19367
Electric City,Grant,WA,7,5,2,0.7142857142857143,0.2857142857142857,1,0,47.933479999999996,-119.03590999999999
Elk,Pend Oreille,WA,12,10,2,0.8333333333333334,0.16666666666666666,1,0,48.017230000000005,-117.27816
Elk,Spokane,WA,27,20,7,0.7407407407407407,0.25925925925925924,2,0,48.01722999999999,-117.27816
Ellensburg,Kittitas,WA,421,333,88,0.7909738717339667,0.20902612826603326,22,1,46.99703,-120.54872
Ellicott City,Howard,MD,1,0,1,0.0,1.0,1,0,39.27724,-76.83102
Elma,Grays Harbor,WA,80,57,23,0.7125,0.2875,4,1,47.00379,-123.40382
Elma,Mason,WA,14,9,5,0.6428571428571429,0.35714285714285715,1,0,47.00379,-123.40382
Elmer City,Okanogan,WA,1,1,0,1.0,0.0,1,0,47.99877,-118.95343
Eltopia,Franklin,WA,6,3,3,0.5,0.5,1,0,46.45698000000001,-119.01646999999998
Encinitas,San Diego,CA,1,1,0,1.0,0.0,1,0,33.04586,-117.29258
Endicott,Whitman,WA,6,4,2,0.6666666666666666,0.3333333333333333,1,0,46.927519999999994,-117.68485
Englewood,Arapahoe,CO,2,1,1,0.5,0.5,1,0,39.60558,-104.87507
Enid,Garfield,OK,1,1,0,1.0,0.0,1,0,36.39858,-97.8963
Entiat,Chelan,WA,34,27,7,0.7941176470588235,0.20588235294117646,2,0,47.67562,-120.20831
Enumclaw,King,WA,463,350,113,0.755939524838013,0.24406047516198703,24,1,47.204330000000006,-121.99136
Enumclaw,Pierce,WA,23,17,6,0.7391304347826086,0.2608695652173913,2,0,47.20433,-121.99136
Ephrata,Grant,WA,122,83,39,0.680327868852459,0.319672131147541,7,1,47.31909,-119.55096
Epping,Rockingham,NH,2,2,0,1.0,0.0,1,0,43.03456,-71.07336
Escondido,San Diego,CA,1,1,0,1.0,0.0,1,0,33.14213,-117.06022
Ethel,Lewis,WA,10,7,3,0.7,0.3,1,0,46.545361,-122.769482
Evans,Columbia,GA,1,1,0,1.0,0.0,1,0,33.53342,-82.13029
Evans,Stevens,WA,9,4,5,0.4444444444444444,0.5555555555555556,1,0,48.71331,-118.02344999999998
Evans Mills,Jefferson,NY,1,1,0,1.0,0.0,1,0,44.09095,-75.8098
Everett,Snohomish,WA,3937,3196,741,0.8117856235712472,0.18821437642875286,197,1,47.91786466344933,-122.2157719507239
Everson,Whatcom,WA,109,92,17,0.8440366972477065,0.1559633027522936,6,1,48.92009,-122.34527
Ewa Beach,Honolulu,HI,1,0,1,0.0,1.0,1,0,21.31431,-158.00833
Fairchild Air Force Base,Spokane,WA,25,17,8,0.68,0.32,2,0,47.64045999999999,-117.64458
Fairfield,Spokane,WA,4,2,2,0.5,0.5,1,0,47.38522,-117.17125
Fall City,King,WA,308,250,58,0.8116883116883117,0.18831168831168832,16,1,47.56812,-121.89085999999999
Fallbrook,San Diego,CA,1,1,0,1.0,0.0,1,0,33.38466,-117.25324
Fallon,Churchill,NV,1,0,1,0.0,1.0,1,0,39.47491,-118.77797
Falls Church,Fairfax,VA,1,1,0,1.0,0.0,1,0,38.84954,-77.13087
Farmington,Whitman,WA,1,0,1,0.0,1.0,1,0,47.08917,-117.04546
Fayetteville,Cumberland,NC,2,2,0,1.0,0.0,1,0,35.0196,-78.89817
Feasterville Trevose,Bucks,PA,1,1,0,1.0,0.0,1,0,40.12605,-74.97141
Federal Way,King,WA,2258,1847,411,0.8179805137289636,0.1820194862710363,113,1,47.305687240921166,-122.34531430469443
Ferndale,Whatcom,WA,538,414,124,0.7695167286245354,0.23048327137546468,27,1,48.84787,-122.5945
Fife,Pierce,WA,302,216,86,0.7152317880794702,0.2847682119205298,16,1,47.23679,-122.35685999999998
Fircrest,Pierce,WA,216,180,36,0.8333333333333334,0.16666666666666666,11,1,47.23451,-122.53166
Foley,Baldwin,AL,1,1,0,1.0,0.0,1,0,30.40607,-87.6838
Folsom,Sacramento,CA,1,1,0,1.0,0.0,1,0,38.68175,-121.16283
Ford,Lincoln,WA,2,1,1,0.5,0.5,1,0,47.90886,-117.80582
Ford,Stevens,WA,3,1,2,0.3333333333333333,0.6666666666666666,1,0,47.90886,-117.80582
Forks,Clallam,WA,28,18,10,0.6428571428571429,0.35714285714285715,2,0,47.95014,-124.38543
Fort Belvoir,Fairfax,VA,2,2,0,1.0,0.0,1,0,38.68838,-77.13524
Fort Benning,Muscogee,GA,1,1,0,1.0,0.0,1,0,32.35752,-84.95623
Fort Bragg,Cumberland,NC,3,1,2,0.3333333333333333,0.6666666666666666,1,0,35.13558,-78.9973
Fort George G Meade,Anne Arundel,MD,2,1,1,0.5,0.5,1,0,39.10852,-76.73517
Fort Gregg Adams,Prince George,VA,1,1,0,1.0,0.0,1,0,37.24287,-77.34504
Fort Huachuca,Cochise,AZ,1,1,0,1.0,0.0,1,0,31.55513,-110.34623
Fort Irwin,San Bernardino,CA,3,3,0,1.0,0.0,1,0,35.15816,-116.76394
Fort Knox,Meade,KY,1,1,0,1.0,0.0,1,0,37.88175,-85.96242
Fort Leavenworth,Leavenworth,KS,6,3,3,0.5,0.5,1,0,39.35435,-94.92025
Fort Lee,Prince George,VA,1,1,0,1.0,0.0,1,0,37.24287,-77.34504
Fort Riley,Geary,KS,1,1,0,1.0,0.0,1,0,39.06746,-96.78158
Fort Washington,Prince George's,MD,1,1,0,1.0,0.0,1,0,38.74059,-77.00057
Fort Wayne,Allen,IN,2,1,1,0.5,0.5,1,0,41.108595,-85.16734
Fox Island,Pierce,WA,286,212,74,0.7412587412587412,0.25874125874125875,15,1,47.27375,-122.65106999999999
Frances,Pacific,WA,1,1,0,1.0,0.0,1,0,46.68867,-123.72994
Frederick,Frederick,MD,1,1,0,1.0,0.0,1,0,39.41574,-77.41203
