County,City,VIN (1-10)_count,Electric Range_mean,Electric Range_std,Electric Range_min,Electric Range_max,Base MSRP_mean,Base MSRP_std,Base MSRP_min,Base MSRP_max,Model Year_mean,Model Year_min,Model Year_max,Longitude_mean,Latitude_mean,Vehicle Age_mean,EV_Count,Avg_Range,Range_Std,Avg_MSRP,Avg_Age,Charging_Score,BEV_Ratio,PHEV_Ratio,Make_Diversity,Distance_From_Seattle,Distance_From_Spokane,County_Encoded,EV_Density_Category
Mason,Bremerton,1,72.0,,72.0,72.0,,,,,2014.0,2014,2014,-122.6522,47.5719,10.0,1,72.0,0.0,,10.0,,0.0,1.0,1,0.32193244632996826,5.226922426246626,123,Low
Mason,Elma,14,143.2857,90.4216,22.0,215.0,69900.0,,69900.0,69900.0,2021.1429,2014,2025,-123.4038,47.0038,2.8571,14,143.2857,90.4216,69900.0,2.8571,7.07,0.6428571428571429,0.35714285714285715,7,1.22940093134828,6.013577790300881,123,Medium
Mason,Grapeview,98,167.7857,82.8223,17.0,322.0,63453.4615,9916.5765,39995.0,69900.0,2021.398,2013,2026,-122.8236,47.3277,2.602,98,167.7857,82.8223,63453.4615,2.602,40.76,0.7448979591836735,0.25510204081632654,17,0.5649199058273683,5.407745645830614,123,High
Mason,Hoodsport,70,167.6429,83.7507,17.0,289.0,69900.0,0.0,69900.0,69900.0,2021.2143,2013,2025,-123.1414,47.4064,2.7857,70,167.6429,83.7507,69900.0,2.7857,29.51,0.7428571428571429,0.2571428571428571,18,0.8335985424651445,5.720970452641756,123,High
Mason,Lilliwaup,15,196.4667,74.2023,17.0,291.0,69900.0,0.0,69900.0,69900.0,2022.0667,2018,2025,-123.0921,47.472,1.9333,15,196.4667,74.2023,69900.0,1.9333,7.63,0.8666666666666667,0.13333333333333333,7,0.7717575007734021,5.669178375214525,123,Medium
Mason,Mccleary,1,215.0,,215.0,215.0,,,,,2023.0,2023,2023,-123.264,47.0495,1.0,1,215.0,0.0,,1.0,,1.0,0.0,1,1.085519460903395,5.869709574587139,123,Low
Mason,Olympia,2,261.5,65.7609,215.0,308.0,,,,,2022.0,2020,2024,-122.9233,47.0378,2.0,2,261.5,65.7609,,2.0,,1.0,0.0,1,0.8201195034871475,5.532264300446966,123,Low
Mason,Shelton,594,160.5219,88.7574,6.0,330.0,55469.1304,14463.4705,33950.0,81100.0,2021.0774,2012,2026,-123.1056,47.2125,2.9226,594,160.5219,88.7574,55469.1304,2.9226,239.17,0.7138047138047138,0.28619528619528617,29,0.8679296860921395,5.697108025129936,123,Very High
Mason,Tahuya,46,189.8913,71.5098,25.0,337.0,61400.0,12020.8153,52900.0,69900.0,2021.413,2013,2025,-123.0406,47.3773,2.587,46,189.8913,71.5098,61400.0,2.587,19.99,0.8695652173913043,0.13043478260869565,14,0.7445585672061013,5.6216523736353485,123,Medium
Mason,Union,72,159.3056,86.6295,6.0,270.0,63138.5,17741.4557,39995.0,90700.0,2022.0278,2013,2025,-123.0994,47.3569,1.9722,72,159.3056,86.6295,63138.5,1.9722,30.41,0.7083333333333334,0.2916666666666667,19,0.8067836017173428,5.681426860393435,123,High
Maui,Kihei,2,215.0,0.0,215.0,215.0,,,,,2020.0,2018,2022,-156.4633,20.7825,4.0,2,215.0,0.0,,4.0,,1.0,0.0,2,43.41024873379558,47.39458083979645,124,Low
Meade,Fort Knox,1,215.0,,215.0,215.0,,,,,2021.0,2021,2021,-85.9624,37.8817,3.0,1,215.0,0.0,,3.0,,1.0,0.0,1,37.64732365441134,32.94768291352216,125,Low
Medina,San Antonio,1,215.0,,215.0,215.0,,,,,2022.0,2022,2022,-98.7228,29.4454,2.0,1,215.0,0.0,,2.0,,1.0,0.0,1,29.786132732028165,26.106275678464744,126,Low
Mercer,Princeton,1,38.0,,38.0,38.0,,,,,2014.0,2014,2014,-74.609,40.3752,10.0,1,38.0,0.0,,10.0,,0.0,1.0,1,48.267811578835854,43.43208857469325,127,Low
Miami-Dade,Coral Gables,1,215.0,,215.0,215.0,,,,,2023.0,2023,2023,-80.2715,25.7197,1.0,1,215.0,0.0,,1.0,,1.0,0.0,1,47.414269525217826,43.148360096995575,128,Low
Miami-Dade,Hialeah,1,215.0,,215.0,215.0,,,,,2023.0,2023,2023,-80.3479,25.8898,1.0,1,215.0,0.0,,1.0,,1.0,0.0,1,47.268119050793636,42.9962191431991,128,Low
Middlesex,Cambridge,1,215.0,,215.0,215.0,,,,,2023.0,2023,2023,-71.106,42.3668,1.0,1,215.0,0.0,,1.0,,1.0,0.0,1,51.493345527067866,46.621321988978394,129,Low
Middlesex,Hanscom Afb,1,215.0,,215.0,215.0,,,,,2023.0,2023,2023,-71.2831,42.4598,1.0,1,215.0,0.0,,1.0,,1.0,0.0,1,51.30775607995344,46.43486644117758,129,Low
Middlesex,Somerville,1,215.0,,215.0,215.0,,,,,2023.0,2023,2023,-71.1039,42.3972,1.0,1,215.0,0.0,,1.0,,1.0,0.0,1,51.492350463345524,46.61996764230967,129,Low
Middlesex,Winchester,1,215.0,,215.0,215.0,,,,,2024.0,2024,2024,-71.1457,42.4496,0.0,1,215.0,0.0,,0.0,,1.0,0.0,1,51.44548637655201,46.572544838456054,129,Low
Miller,Lake Ozark,1,215.0,,215.0,215.0,,,,,2024.0,2024,2024,-92.6227,38.1803,0.0,1,215.0,0.0,,0.0,,1.0,0.0,1,31.168831212767667,26.552695779148305,130,Low
Milwaukee,Milwaukee,1,215.0,,215.0,215.0,,,,,2022.0,2022,2022,-87.9107,43.1186,2.0,1,215.0,0.0,,2.0,,1.0,0.0,1,34.71269698136403,29.8624572018111,131,Low
Monroe,Tomah,1,215.0,,215.0,215.0,,,,,2024.0,2024,2024,-90.5048,43.9727,0.0,1,215.0,0.0,,0.0,,1.0,0.0,1,32.03403420644986,27.17238198336686,132,Low
Monterey,Marina,1,30.0,,30.0,30.0,,,,,2023.0,2023,2023,-121.8023,36.6816,1.0,1,30.0,0.0,,1.0,,0.0,1.0,1,10.93743906040166,11.817399101748231,133,Low
Monterey,Pacific Grove,1,25.0,,25.0,25.0,,,,,2022.0,2022,2022,-121.9185,36.6196,2.0,1,25.0,0.0,,2.0,,0.0,1.0,1,10.994382407393335,11.918325926488164,133,Low
Monterey,Seaside,5,136.8,103.9336,21.0,215.0,69900.0,,69900.0,69900.0,2020.2,2014,2024,-121.8535,36.604,3.8,5,136.8,103.9336,69900.0,3.8,3.39,0.6,0.4,4,11.012604723679138,11.908457468958773,133,Low
Montgomery,Bethesda,2,207.5,10.6066,200.0,215.0,,,,,2020.0,2017,2023,-77.0969,38.9864,4.0,2,207.5,10.6066,,4.0,,1.0,0.0,1,46.04915060106972,41.25102215182067,134,Low
Montgomery,Conroe,1,238.0,,238.0,238.0,,,,,2018.0,2018,2018,-95.4946,30.3388,6.0,1,238.0,0.0,,6.0,,1.0,0.0,1,31.91260736777864,27.945817324959382,134,Low
Montgomery,Dayton,1,39.0,,39.0,39.0,,,,,2024.0,2024,2024,-84.1957,39.6233,0.0,1,39.0,0.0,,0.0,,0.0,1.0,1,38.96295288309139,34.18804028223905,134,Low
Montgomery,Gaithersburg,1,215.0,,215.0,215.0,,,,,2024.0,2024,2024,-77.2391,39.12,0.0,1,215.0,0.0,,0.0,,1.0,0.0,1,45.88457517990114,41.08403627992265,134,Low
Montgomery,Germantown,1,215.0,,215.0,215.0,,,,,2022.0,2022,2022,-77.2705,39.1827,2.0,1,215.0,0.0,,2.0,,1.0,0.0,1,45.84215469205173,41.04032713636674,134,Low
Montgomery,Montgomery,1,215.0,,215.0,215.0,,,,,2018.0,2018,2018,-86.3404,32.3804,6.0,1,215.0,0.0,,6.0,,1.0,0.0,1,39.079757605824526,34.63732140221007,134,Low
Montgomery,Pike Road,1,42.0,,42.0,42.0,,,,,2022.0,2022,2022,-86.0472,32.3154,2.0,1,42.0,0.0,,2.0,,0.0,1.0,1,39.37515120796363,34.929200005153284,134,Low
Montgomery,Potomac,1,32.0,,32.0,32.0,39995.0,,39995.0,39995.0,2021.0,2021,2021,-77.2088,39.018,3.0,1,32.0,0.0,39995.0,3.0,1.66,0.0,1.0,1,45.93331451278037,41.134980253793735,134,Low
Moore,Carthage,1,215.0,,215.0,215.0,69900.0,,69900.0,69900.0,2023.0,2023,2023,-79.4154,35.3447,1.0,1,215.0,0.0,69900.0,1.0,2.02,1.0,0.0,1,44.63392791520817,39.95550989750975,135,Low
Moore,Vass,1,215.0,,215.0,215.0,,,,,2023.0,2023,2023,-79.2819,35.2578,1.0,1,215.0,0.0,,1.0,,1.0,0.0,1,44.78618874831838,40.10931519996322,135,Low
Multnomah,Gresham,1,215.0,,215.0,215.0,,,,,2024.0,2024,2024,-122.388,45.4834,0.0,1,215.0,0.0,,0.0,,1.0,0.0,1,2.1235358838503275,5.417915573354758,136,Low
Multnomah,Portland,6,185.3333,84.4385,14.0,238.0,90700.0,,90700.0,90700.0,2020.6667,2017,2023,-122.6096,45.5208,3.3333,6,185.3333,84.4385,90700.0,3.3333,3.83,0.8333333333333334,0.16666666666666666,5,2.103782167906174,5.607205450132889,136,Low
Muscogee,Columbus,1,35.0,,35.0,35.0,64950.0,,64950.0,64950.0,2022.0,2022,2022,-84.9262,32.5396,2.0,1,35.0,0.0,64950.0,2.0,1.58,0.0,1.0,1,40.32621715918814,35.84448644743011,137,Low
Muscogee,Fort Benning,1,308.0,,308.0,308.0,,,,,2020.0,2020,2020,-84.9562,32.3575,4.0,1,308.0,0.0,,4.0,,1.0,0.0,1,40.36682737719178,35.894535708516976,137,Low
New Haven,Madison,2,26.0,9.8995,19.0,33.0,39995.0,,39995.0,39995.0,2016.0,2014,2018,-72.5951,41.2797,8.0,2,26.0,9.8995,39995.0,8.0,1.57,0.0,1.0,2,50.13774796747456,45.28247466316301,138,Low
New London,Gales Ferry,1,215.0,,215.0,215.0,,,,,2021.0,2021,2021,-72.0816,41.4262,3.0,1,215.0,0.0,,3.0,,1.0,0.0,1,50.62909391101129,45.7707320688669,139,Low
New London,Mystic,1,322.0,,322.0,322.0,,,,,2020.0,2020,2020,-71.9603,41.3506,4.0,1,322.0,0.0,,4.0,,1.0,0.0,1,50.75875064065308,45.901233793112795,139,Low
New London,Norwich,2,114.0,142.8356,13.0,215.0,64950.0,,64950.0,64950.0,2020.0,2016,2024,-72.0757,41.5268,4.0,2,114.0,142.8356,64950.0,4.0,2.22,0.5,0.5,2,50.62277002812074,45.7629886927198,139,Low
New London,Old Lyme,1,38.0,,38.0,38.0,,,,,2015.0,2015,2015,-72.3342,41.3239,9.0,1,38.0,0.0,,9.0,,0.0,1.0,1,50.391043824274966,45.534617438274374,139,Low
New London,Preston,1,33.0,,33.0,33.0,39995.0,,39995.0,39995.0,2018.0,2018,2018,-71.9897,41.5295,6.0,1,33.0,0.0,39995.0,6.0,1.37,0.0,1.0,1,50.707825043576854,45.84785356131735,139,Low
New London,Waterford,1,42.0,,42.0,42.0,,,,,2021.0,2021,2021,-72.1385,41.3459,3.0,1,42.0,0.0,,3.0,,0.0,1.0,1,50.58249536203212,45.72537985255016,139,Low
New York,New York,3,215.0,0.0,215.0,215.0,,,,,2021.3333,2018,2024,-73.9764,40.7732,2.6667,3,215.0,0.0,,2.6667,,1.0,0.0,2,48.8360892321447,43.991808641155004,140,Low
Newport,Middletown,3,85.3333,112.3046,19.0,215.0,,,,,2018.0,2014,2022,-71.2992,41.5162,6.0,3,85.3333,112.3046,,6.0,,0.3333333333333333,0.6666666666666666,3,51.39498985708626,46.53400061245541,141,Low
Newport,Newport,1,25.0,,25.0,25.0,,,,,2017.0,2017,2017,-71.3109,41.4926,7.0,1,25.0,0.0,,7.0,,0.0,1.0,1,51.3861747399045,46.52552493470654,141,Low
Nueces,Corpus Christi,2,237.0,31.1127,215.0,259.0,,,,,2021.5,2020,2023,-97.3736,27.6852,2.5,2,237.0,31.1127,,2.5,,1.0,0.0,2,31.933884249336163,28.302710872282187,142,Low
Okaloosa,Crestview,1,14.0,,14.0,14.0,,,,,2017.0,2017,2017,-86.571,30.7618,7.0,1,14.0,0.0,,7.0,,0.0,1.0,1,39.52961022537409,35.1786815273114,143,Low
Okaloosa,Niceville,1,42.0,,42.0,42.0,,,,,2022.0,2022,2022,-86.4868,30.5206,2.0,1,42.0,0.0,,2.0,,0.0,1.0,1,39.70898210040141,35.36879975175861,143,Low
Okanogan,Brewster,20,159.25,88.0125,21.0,220.0,,,,,2022.15,2012,2026,-119.7809,48.0997,1.85,20,159.25,88.0125,,1.85,,0.7,0.3,7,2.5984925803242094,2.3958186116649154,144,Medium
Okanogan,Carlton,7,160.1429,101.9386,6.0,238.0,64950.0,,64950.0,64950.0,2020.0,2012,2024,-120.0933,48.2365,4.0,7,160.1429,101.9386,64950.0,4.0,4.23,0.7142857142857143,0.2857142857142857,6,2.3258339429116575,2.7291439280477654,144,Low
Okanogan,Chelan,1,75.0,,75.0,75.0,,,,,2013.0,2013,2013,-120.0145,47.8398,11.0,1,75.0,0.0,,11.0,,1.0,0.0,1,2.329342980327284,2.59482046585115,144,Low
Okanogan,Conconully,1,215.0,,215.0,215.0,,,,,2023.0,2023,2023,-119.7501,48.5578,1.0,1,215.0,0.0,,1.0,,1.0,0.0,1,2.7517751652342466,2.4919152894911996,144,Low
Okanogan,Coulee Dam,7,141.1429,94.1991,21.0,215.0,,,,,2021.2857,2015,2024,-118.9767,47.9708,2.7143,7,141.1429,94.1991,,2.7143,,0.7142857142857143,0.2857142857142857,5,3.3751507107090815,1.5817757394776206,144,Low
Okanogan,Elmer City,1,215.0,,215.0,215.0,,,,,2023.0,2023,2023,-118.9534,47.9988,1.0,1,215.0,0.0,,1.0,,1.0,0.0,1,3.4014332934808476,1.56478457303234,144,Low
Okanogan,Malott,1,215.0,,215.0,215.0,,,,,2024.0,2024,2024,-119.7062,48.2828,0.0,1,215.0,0.0,,0.0,,1.0,0.0,1,2.711667083179646,2.364040617248353,144,Low
Okanogan,Mazama,28,185.8929,83.1573,16.0,330.0,64233.3333,9814.9546,52900.0,69900.0,2021.75,2011,2025,-120.4081,48.5941,2.25,28,185.8929,83.1573,64233.3333,2.25,12.82,0.8214285714285714,0.17857142857142858,14,2.1628042930417823,3.1253330222553903,144,Medium
Okanogan,Methow,6,186.1667,70.627,42.0,215.0,,,,,2023.0,2021,2024,-119.9524,48.0918,1.0,6,186.1667,70.627,,1.0,,0.8333333333333334,0.16666666666666666,6,2.4287403010614366,2.5632373982914607,144,Low
Okanogan,Nespelem,1,150.0,,150.0,150.0,,,,,2019.0,2019,2019,-118.9766,48.1664,5.0,1,150.0,0.0,,5.0,,1.0,0.0,1,3.401941253167072,1.631569220106831,144,Low
Okanogan,Okanogan,10,159.9,85.4055,33.0,215.0,39995.0,,39995.0,39995.0,2021.8,2015,2025,-119.5796,48.3654,2.2,10,159.9,85.4055,39995.0,2.2,5.77,0.7,0.3,7,2.8552829789707337,2.266556092400978,144,Low
Okanogan,Omak,29,105.9655,93.2016,6.0,215.0,47471.25,14952.5,39995.0,69900.0,2021.5172,2012,2025,-119.5272,48.4108,2.4828,29,105.9655,93.2016,47471.25,2.4828,13.17,0.41379310344827586,0.5862068965517241,15,2.9180207624347054,2.2317135658502343,144,Medium
Okanogan,Oroville,22,183.0455,73.5925,25.0,238.0,,,,,2021.7727,2018,2024,-119.4356,48.9388,2.2273,22,183.0455,73.5925,,2.2273,,0.8181818181818182,0.18181818181818182,12,3.188343615421653,2.3826229580023712,144,Medium
Okanogan,Pateros,8,147.25,93.7622,21.0,215.0,,,,,2021.0,2012,2024,-119.8998,48.055,3.0,8,147.25,93.7622,,3.0,,0.625,0.375,6,2.473358997396049,2.505326501675976,144,Low
Okanogan,Riverside,4,166.5,97.0,21.0,215.0,,,,,2023.5,2022,2024,-119.5085,48.5012,0.5,4,166.5,97.0,,0.5,,0.75,0.25,3,2.9620502966695192,2.246429168703073,144,Low
Okanogan,Tonasket,23,116.8261,94.4297,6.0,266.0,39995.0,,39995.0,39995.0,2020.2609,2012,2025,-119.4368,48.7086,3.7391,23,116.8261,94.4297,39995.0,3.7391,10.75,0.4782608695652174,0.5217391304347826,7,3.098071634097563,2.268346684261471,144,Medium
Okanogan,Twisp,65,164.6615,90.4519,6.0,322.0,46447.5,9125.213,39995.0,52900.0,2021.4769,2012,2025,-120.1231,48.3652,2.5231,65,164.6615,90.4519,46447.5,2.5231,27.69,0.6923076923076923,0.3076923076923077,14,2.3357572647858795,2.7880726981196093,144,High
Okanogan,Winthrop,150,174.4867,83.4851,12.0,330.0,56944.5455,14397.1567,36900.0,81100.0,2021.8267,2013,2026,-120.1786,48.474,2.1733,150,174.4867,83.4851,56944.5455,2.1733,61.65,0.7533333333333333,0.24666666666666667,20,2.321774986944249,2.8707765151610114,144,Very High
Oldham,Goshen,1,33.0,,33.0,33.0,39995.0,,39995.0,39995.0,2018.0,2018,2018,-85.5778,38.4002,6.0,1,33.0,0.0,39995.0,6.0,1.37,0.0,1.0,1,37.88969522825435,33.16669288910187,145,Low
Olmsted,Rochester,1,215.0,,215.0,215.0,,,,,2024.0,2024,2024,-92.4787,44.0301,0.0,1,215.0,0.0,,0.0,,1.0,0.0,1,30.06682528585284,25.20982429490535,146,Low
Orange,Aliso Viejo,1,30.0,,30.0,30.0,,,,,2023.0,2023,2023,-117.7268,33.5696,1.0,1,30.0,0.0,,1.0,,0.0,1.0,1,14.772776572127528,14.092410627000618,147,Low
Orange,Buena Park,1,19.0,,19.0,19.0,,,,,2016.0,2016,2016,-118.017,33.8348,8.0,1,19.0,0.0,,8.0,,0.0,1.0,1,14.43161619396802,13.836627370858837,147,Low
Orange,Huntington Beach,1,208.0,,208.0,208.0,69900.0,,69900.0,69900.0,2015.0,2015,2015,-118.0016,33.6789,9.0,1,208.0,0.0,69900.0,9.0,1.2,1.0,0.0,1,14.585023672932452,13.991744686421347,147,Low
Orange,Irvine,2,217.5,3.5355,215.0,220.0,,,,,2020.5,2019,2022,-117.7888,33.6896,3.5,2,217.5,3.5355,,3.5,,1.0,0.0,1,14.63944433542476,13.973910421925568,147,Low
Orange,Ladera Ranch,1,215.0,,215.0,215.0,,,,,2023.0,2023,2023,-117.6388,33.5706,1.0,1,215.0,0.0,,1.0,,1.0,0.0,1,14.79949770262491,14.089807063263855,147,Low
Orange,Laguna Niguel,1,200.0,,200.0,200.0,,,,,2016.0,2016,2016,-117.7082,33.5606,8.0,1,200.0,0.0,,8.0,,1.0,0.0,1,14.78713395388031,14.101024079122762,147,Low
Orange,Lake Forest,1,291.0,,291.0,291.0,,,,,2020.0,2020,2020,-117.7174,33.6283,4.0,1,291.0,0.0,,4.0,,1.0,0.0,1,14.719957353878439,14.033525722711307,147,Low
Orange,Maitland,1,238.0,,238.0,238.0,,,,,2018.0,2018,2018,-81.3645,28.6274,6.0,1,238.0,0.0,,6.0,,1.0,0.0,1,45.150183822438635,40.77531076779182,147,Low
Orange,Midway City,1,215.0,,215.0,215.0,,,,,2023.0,2023,2023,-117.9865,33.7447,1.0,1,215.0,0.0,,1.0,,1.0,0.0,1,14.526714067881969,13.925384700610607,147,Low
Orange,Orlando,4,166.25,94.1962,25.0,215.0,69900.0,,69900.0,69900.0,2021.5,2016,2025,-81.3168,28.489,2.5,4,166.25,94.1962,69900.0,2.5,3.16,0.75,0.25,2,45.25176427422471,40.88221565277499,147,Low
Orange,Trabuco Canyon,1,215.0,,215.0,215.0,,,,,2023.0,2023,2023,-117.5903,33.6617,1.0,1,215.0,0.0,,1.0,,1.0,0.0,1,14.72867093426966,13.998064255460463,147,Low
Orange,West Point,2,128.5,122.3295,42.0,215.0,,,,,2022.0,2022,2022,-73.955,41.3952,2.0,2,128.5,122.3295,,2.0,,0.5,0.5,2,48.77417682965034,43.91993312790902,147,Low
Orange,Winter Park,1,215.0,,215.0,215.0,,,,,2021.0,2021,2021,-81.3127,28.5926,3.0,1,215.0,0.0,,3.0,,1.0,0.0,1,45.211814399778284,40.83736547979068,147,Low
Osceola,Kissimmee,1,215.0,,215.0,215.0,,,,,2023.0,2023,2023,-81.5455,28.3162,1.0,1,215.0,0.0,,1.0,,1.0,0.0,1,45.11818745871779,40.76207127968352,148,Low
Otero,Holloman Air Force Base,1,25.0,,25.0,25.0,,,,,2023.0,2023,2023,-106.0696,32.833,1.0,1,25.0,0.0,,1.0,,0.0,1.0,1,21.970806641768988,18.67544287560539,149,Low
Pacific,Bay Center,1,38.0,,38.0,38.0,,,,,2014.0,2014,2014,-123.9552,46.6319,10.0,1,38.0,0.0,,10.0,,0.0,1.0,1,1.8930700198355117,6.609461116460254,150,Low
Pacific,Chinook,3,157.3333,99.8816,42.0,215.0,,,,,2021.3333,2018,2023,-123.9453,46.2726,2.6667,3,157.3333,99.8816,,2.6667,,0.6666666666666666,0.3333333333333333,3,2.09306072534937,6.6650448558130515,150,Low
Pacific,Frances,1,84.0,,84.0,84.0,,,,,2015.0,2015,2015,-123.7299,46.6887,9.0,1,84.0,0.0,,9.0,,1.0,0.0,1,1.67202006267868,6.378107024815434,150,Low
Pacific,Ilwaco,20,111.1,90.1437,25.0,238.0,48313.3333,14407.776,39995.0,64950.0,2021.75,2011,2025,-124.0355,46.3088,2.25,20,111.1,90.1437,48313.3333,2.25,9.59,0.45,0.55,9,2.1412188865223505,6.745961032351133,150,Medium
Pacific,Lebam,3,215.0,0.0,215.0,215.0,,,,,2023.0,2022,2024,-123.7299,46.6887,1.0,3,215.0,0.0,,1.0,,1.0,0.0,2,1.67202006267868,6.378107024815434,150,Low
Pacific,Long Beach,60,147.9833,90.4266,6.0,238.0,54947.5,21146.0283,39995.0,69900.0,2021.4667,2012,2025,-124.0544,46.3523,2.5333,60,147.9833,90.4266,54947.5,2.5333,25.59,0.6333333333333333,0.36666666666666664,15,2.1303949164415545,6.755932860086753,150,High
Pacific,Menlo,13,145.5385,91.5893,25.0,215.0,,,,,2021.8462,2015,2025,-123.7299,46.6887,2.1538,13,145.5385,91.5893,,2.1538,,0.6153846153846154,0.38461538461538464,6,1.67202006267868,6.378107024815434,150,Medium
Pacific,Nahcotta,5,148.6,112.5047,22.0,259.0,39995.0,,39995.0,39995.0,2021.8,2020,2023,-124.0499,46.4915,2.2,5,148.6,112.5047,39995.0,2.2,3.8,0.6,0.4,5,2.04777755872067,6.725967625553953,150,Low
Pacific,Naselle,16,124.875,110.4016,25.0,322.0,39995.0,0.0,39995.0,39995.0,2021.6875,2015,2026,-123.8115,46.3654,2.3125,16,124.875,110.4016,39995.0,2.3125,8.14,0.4375,0.5625,8,1.9308570635860116,6.515174119699328,150,Medium
Pacific,North Cove,12,136.8333,95.816,6.0,215.0,69900.0,,69900.0,69900.0,2020.8333,2012,2025,-124.0459,46.7608,3.1667,12,136.8333,95.816,69900.0,3.1667,6.23,0.5833333333333334,0.4166666666666667,6,1.910971376028437,6.680529919849174,150,Medium
Pacific,Ocean Park,51,129.3922,91.7804,13.0,259.0,69900.0,0.0,69900.0,69900.0,2020.8824,2015,2025,-124.05,46.4887,3.1176,51,129.3922,91.7804,69900.0,3.1176,21.82,0.5686274509803921,0.43137254901960786,14,2.049386898562592,6.726552609621063,150,High
Pacific,Oysterville,7,167.0,98.326,25.0,259.0,,,,,2021.8571,2017,2025,-124.0401,46.5161,2.1429,7,167.0,98.326,,2.1429,,0.7142857142857143,0.2857142857142857,5,2.026223583418176,6.712084780453828,150,Low
Pacific,Raymond,41,160.3902,86.8651,19.0,291.0,45960.0,16212.4042,33950.0,69900.0,2020.3902,2011,2025,-123.7299,46.6887,3.6098,41,160.3902,86.8651,45960.0,3.6098,17.97,0.7317073170731707,0.2682926829268293,11,1.67202006267868,6.378107024815434,150,Medium
Pacific,Seaview,11,123.5455,107.2253,21.0,266.0,39995.0,,39995.0,39995.0,2021.3636,2018,2025,-124.0512,46.3336,2.6364,11,123.5455,107.2253,39995.0,2.6364,6.1,0.45454545454545453,0.5454545454545454,7,2.13888185040689,6.7564361966942235,150,Medium
Pacific,Smith Creek,1,215.0,,215.0,215.0,,,,,2023.0,2023,2023,-123.7299,46.6887,1.0,1,215.0,0.0,,1.0,,1.0,0.0,1,1.67202006267868,6.378107024815434,150,Low
Pacific,South Bend,10,180.6,72.6746,33.0,215.0,,,,,2022.9,2016,2025,-123.7877,46.6731,1.1,10,180.6,72.6746,,1.1,,0.8,0.2,6,1.7290017264306066,6.437610688757125,150,Low
Pacific,Surfside,37,136.2162,92.4095,12.0,265.0,55566.6667,16921.3869,36900.0,69900.0,2022.0,2012,2025,-124.0499,46.4915,2.0,37,136.2162,92.4095,55566.6667,2.0,16.42,0.5675675675675675,0.43243243243243246,15,2.04777755872067,6.725967625553953,150,Medium
Pacific,Tokeland,4,81.5,104.5068,21.0,238.0,52900.0,,52900.0,52900.0,2021.5,2019,2023,-123.9981,46.7123,2.5,4,81.5,104.5068,52900.0,2.5,3.1,0.25,0.75,4,1.890664753466355,6.639906675548979,150,Low
Pacific,Willapa,3,150.3333,112.006,21.0,215.0,,,,,2024.6667,2024,2025,-123.7299,46.6887,-0.6667,3,150.3333,112.006,,-0.6667,,0.6666666666666666,0.3333333333333333,3,1.67202006267868,6.378107024815434,150,Low
Palm Beach,Boca Raton,1,291.0,,291.0,291.0,,,,,2020.0,2020,2020,-80.0884,26.3505,4.0,1,291.0,0.0,,4.0,,1.0,0.0,1,47.289903490914426,42.98999910037218,151,Low
Pend Oreille,Cusick,11,182.8182,77.6284,21.0,238.0,39995.0,,39995.0,39995.0,2023.0,2019,2025,-117.3044,48.3387,1.0,11,182.8182,77.6284,39995.0,1.0,6.32,0.8181818181818182,0.18181818181818182,7,5.080779816130587,0.6906884753635353,152,Medium
Pend Oreille,Elk,12,184.5,76.8889,19.0,238.0,,,,,2022.0833,2016,2025,-117.2782,48.0172,1.9167,12,184.5,76.8889,,1.9167,,0.8333333333333334,0.16666666666666666,6,5.070584405174613,0.3876795068094306,152,Medium
Pend Oreille,Ione,3,94.3333,104.8062,26.0,215.0,,,,,2023.0,2021,2024,-117.4179,48.7417,1.0,3,94.3333,104.8062,,1.0,,0.3333333333333333,0.6666666666666666,3,5.043681382680704,1.082930293232212,152,Low
Pend Oreille,Metaline,1,33.0,,33.0,33.0,,,,,2024.0,2024,2024,-117.3888,48.856,0.0,1,33.0,0.0,,0.0,,0.0,1.0,1,5.0988444700735815,1.1977778091115252,152,Low
Pend Oreille,Newport,58,181.3103,81.7689,6.0,322.0,69900.0,,69900.0,69900.0,2021.3276,2013,2025,-117.044,48.1828,2.6724,58,181.3103,81.7689,69900.0,2.6724,24.75,0.8103448275862069,0.1896551724137931,15,5.319442561960792,0.6484597134749427,152,High
Pend Oreille,Usk,2,118.0,137.1787,21.0,215.0,,,,,2023.0,2023,2023,-117.2805,48.3138,1.0,2,118.0,137.1787,,1.0,,0.5,0.5,2,5.10091759588409,0.6709659082248524,152,Low
Penobscot,Brewer,1,6.0,,6.0,6.0,,,,,2012.0,2012,2012,-68.7643,44.7956,12.0,1,6.0,0.0,,12.0,,0.0,1.0,1,53.64148272745636,48.74586096408596,153,Low
Philadelphia,Philadelphia,1,42.0,,42.0,42.0,,,,,2021.0,2021,2021,-75.1622,39.9522,3.0,1,42.0,0.0,,3.0,,0.0,1.0,1,47.78685155992179,42.96068521334361,154,Low
Pierce,Anderson Island,57,165.8246,81.749,6.0,259.0,62310.0,14365.4272,36900.0,69900.0,2020.8772,2013,2025,-122.6788,47.1779,3.1228,57,165.8246,81.749,62310.0,3.1228,24.3,0.7894736842105263,0.21052631578947367,17,0.5510370042020762,5.274767544641179,155,High
Pierce,Artondale,2,215.0,0.0,215.0,215.0,,,,,2023.5,2023,2024,-122.5801,47.328,0.5,2,215.0,0.0,,0.5,,1.0,0.0,1,0.3726918834640773,5.164704778590931,155,Low
